age,income,pre_test_score,attendance_score,program_offered,program_participation,post_test_score,tau,categ
43.6,1372.0,34.88,22.7,1,0,34.88,18.82,never-taker
54.0,6795.0,44.35,67.6,0,0,44.35,34.63999999999999,complier
48.0,4422.0,39.31,14.9,1,0,39.31,18.19,never-taker
41.8,5410.0,41.98,36.1,0,0,41.98,34.98,complier
48.5,2279.0,35.15,36.4,0,0,35.15,35.95,complier
45.4,1911.0,35.92,25.6,0,0,35.92,18.67,never-taker
44.4,2178.0,33.74,39.7,1,1,63.74,36.15,complier
45.7,1552.0,35.9,23.9,1,0,35.9,18.67,never-taker
45.7,13683.0,55.05,44.0,1,1,85.05,33.13000000000001,complier
37.4,3163.0,37.32,43.1,1,1,67.32,35.63999999999999,complier
45.3,2898.0,35.11,15.5,1,0,35.11,18.79,never-taker
42.3,10142.0,50.81,28.5,1,0,50.81,16.560000000000002,never-taker
43.8,1153.0,33.87,44.1,0,0,33.87,36.13,complier
39.3,2461.0,35.22,17.5,1,0,35.22,18.770000000000003,never-taker
45.9,785.0,32.57,12.2,0,0,32.57,19.15,never-taker
45.0,3223.0,36.85,19.2,1,0,36.85,18.54,never-taker
43.9,6199.0,41.93,36.9,1,1,71.93,34.99,complier
45.3,5249.0,39.94,40.6,1,1,69.94,35.27,complier
45.8,523.0,31.97,50.1,1,1,61.97,36.400000000000006,complier
48.6,1816.0,33.92,35.5,0,0,33.92,36.120000000000005,complier
36.8,2500.0,34.68,11.8,1,0,34.68,18.85,never-taker
52.4,12473.0,54.33,11.4,1,0,54.33,16.060000000000002,never-taker
44.3,1930.0,36.9,48.1,0,0,36.9,35.7,complier
42.1,6358.0,43.53,28.5,1,0,43.53,17.589999999999996,never-taker
48.5,4157.0,38.15,25.2,0,0,38.15,35.52,complier
43.7,5645.0,39.56,3.3,1,0,39.56,18.16,never-taker
52.3,374.0,32.82,29.3,1,0,32.82,19.11,never-taker
45.0,2703.0,37.91,41.4,0,0,37.91,35.55,complier
48.9,8620.0,45.72,39.8,1,1,75.72,34.45,complier
44.2,5959.0,43.43,16.8,0,0,43.43,17.61,never-taker
42.3,4479.0,39.41,15.7,1,0,39.41,18.180000000000007,never-taker
47.5,2496.0,37.97,25.6,1,0,37.97,18.380000000000003,never-taker
51.5,4566.0,38.51,9.7,0,0,38.51,18.300000000000004,never-taker
50.1,317.0,33.91,22.5,1,0,33.91,18.96,never-taker
47.3,1850.0,34.37,17.8,1,0,34.37,18.89,never-taker
48.2,430.0,33.83,9.1,0,0,33.83,18.97,never-taker
49.1,4092.0,40.32,17.0,1,0,40.32,18.05,never-taker
49.2,1955.0,35.24,12.4,1,0,35.24,18.77,never-taker
49.6,5837.0,42.31,52.1,0,0,42.31,34.92999999999999,complier
34.2,14344.0,54.62,48.1,1,1,84.62,33.190000000000005,complier
40.6,5764.0,40.62,18.5,0,0,40.62,18.010000000000005,never-taker
47.9,14619.0,57.95,12.0,0,0,57.95,15.549999999999995,never-taker
47.7,7096.0,44.72,45.0,1,1,74.72,34.59,complier
34.0,11393.0,50.6,25.6,0,0,50.6,33.76,complier
42.7,4576.0,40.85,51.5,0,0,40.85,35.13999999999999,complier
36.0,1366.0,33.92,63.3,0,0,33.92,36.120000000000005,complier
37.6,1847.0,34.85,19.4,1,0,34.85,18.82,never-taker
44.3,341.0,32.13,22.5,0,0,32.13,19.21,never-taker
40.8,5153.0,39.42,13.5,0,0,39.42,18.18,never-taker
41.5,3200.0,35.56,15.4,0,0,35.56,18.72,never-taker
41.8,1781.0,33.69,26.5,1,1,63.69,36.150000000000006,complier
45.2,5051.0,42.32,26.9,0,0,42.32,17.759999999999998,never-taker
48.1,2903.0,37.64,16.7,0,0,37.64,18.43,never-taker
39.3,9354.0,48.95,5.1,0,0,48.95,16.819999999999993,never-taker
43.1,2323.0,36.22,43.5,1,1,66.22,35.790000000000006,complier
45.5,453.0,33.76,12.8,0,0,33.76,18.980000000000004,never-taker
42.5,1395.0,35.25,27.5,1,0,35.25,18.770000000000003,never-taker
47.7,3019.0,39.22,58.4,1,1,69.22,35.370000000000005,complier
44.2,1255.0,32.81,35.7,0,0,32.81,36.28,complier
50.0,4047.0,39.29,30.9,1,0,39.29,18.19,never-taker
38.7,4777.0,37.92,33.3,1,1,67.92,35.55,complier
56.5,7204.0,44.33,21.1,1,0,44.33,17.480000000000004,never-taker
41.0,513.0,31.52,36.2,1,1,61.52,36.46000000000001,complier
51.0,10591.0,49.92,21.6,0,0,49.92,16.689999999999998,never-taker
49.7,9320.0,47.89,19.6,1,0,47.89,16.980000000000004,never-taker
52.4,15725.0,61.0,27.0,1,0,61.0,15.120000000000005,never-taker
48.0,2612.0,36.73,16.5,0,0,36.73,18.56,never-taker
40.5,2716.0,36.43,1.6,1,0,36.43,18.6,never-taker
29.2,662.0,31.52,6.9,1,0,31.52,19.3,never-taker
40.3,1651.0,36.08,24.9,0,0,36.08,18.65,never-taker
49.4,4226.0,40.78,28.5,0,0,40.78,17.979999999999997,never-taker
45.2,1856.0,33.72,42.7,0,0,33.72,36.150000000000006,complier
38.9,5986.0,41.51,29.9,0,0,41.51,35.04,complier
37.9,1121.0,34.77,24.5,1,0,34.77,18.83,never-taker
38.2,3851.0,37.15,58.6,0,0,37.15,35.660000000000004,complier
41.6,976.0,33.57,11.2,0,0,33.57,19.0,never-taker
43.2,2677.0,37.89,26.2,0,0,37.89,18.39,never-taker
51.7,13802.0,56.11,39.9,0,0,56.11,32.980000000000004,complier
45.4,1465.0,36.56,45.0,1,1,66.56,35.75,complier
41.0,22351.0,68.78,54.4,0,0,68.78,31.179999999999996,complier
45.9,419.0,32.53,27.2,1,0,32.53,19.15,never-taker
40.0,2195.0,36.56,71.9,1,1,66.56,35.75,complier
51.5,5434.0,42.99,23.3,0,0,42.99,17.669999999999995,never-taker
36.5,347.0,30.55,73.5,1,1,60.55,36.60000000000001,complier
46.9,6071.0,41.92,34.4,0,0,41.92,34.989999999999995,complier
37.3,2351.0,35.02,7.8,0,0,35.02,18.8,never-taker
41.9,4629.0,39.78,10.9,1,0,39.78,18.12,never-taker
47.2,11784.0,51.24,21.5,1,0,51.24,16.499999999999993,never-taker
46.2,2893.0,36.45,52.3,0,0,36.45,35.75999999999999,complier
42.9,5023.0,41.82,17.0,0,0,41.82,17.839999999999996,never-taker
44.5,7597.0,44.86,10.1,0,0,44.86,17.4,never-taker
36.2,548.0,31.82,22.1,0,0,31.82,36.42,complier
36.5,367.0,31.11,34.7,1,1,61.11,36.52,complier
46.7,1250.0,33.14,42.1,1,1,63.14,36.23,complier
52.9,907.0,33.33,44.1,0,0,33.33,36.2,complier
48.2,4397.0,40.22,12.5,1,0,40.22,18.06,never-taker
45.3,3825.0,39.04,25.6,0,0,39.04,18.230000000000004,never-taker
49.0,18579.0,64.57,33.9,1,0,64.57,14.610000000000014,never-taker
44.7,834.0,34.0,38.1,0,0,34.0,36.11,complier
48.5,388.0,32.26,28.2,1,0,32.26,19.190000000000005,never-taker
46.0,851.0,33.44,10.5,1,0,33.44,19.020000000000003,never-taker
44.6,611.0,35.19,40.2,0,0,35.19,35.94,complier
36.1,4042.0,40.19,36.1,0,0,40.19,35.230000000000004,complier
45.8,342.0,34.37,13.7,1,0,34.37,18.89,never-taker
45.8,1084.0,33.77,1.1,1,0,33.77,18.98,never-taker
47.8,3403.0,38.79,51.7,1,1,68.78999999999999,35.43,complier
43.4,1578.0,36.24,32.0,0,0,36.24,18.629999999999995,never-taker
45.6,1332.0,33.6,16.8,0,0,33.6,19.0,never-taker
41.5,3054.0,36.1,10.0,1,0,36.1,18.65,never-taker
51.9,2718.0,38.17,25.4,1,0,38.17,18.35,never-taker
41.5,8149.0,45.9,34.6,1,1,75.9,34.419999999999995,complier
41.2,686.0,31.87,59.1,0,0,31.87,36.41,complier
44.2,470.0,31.57,34.7,1,1,61.57,36.45,complier
35.6,13568.0,56.1,7.3,1,0,56.1,15.809999999999995,never-taker
39.6,550.0,31.51,6.1,0,0,31.51,19.3,never-taker
35.9,2496.0,36.89,31.8,1,1,66.89,35.7,complier
52.3,7179.0,45.8,39.0,1,0,45.8,17.270000000000003,never-taker
46.0,3851.0,37.78,25.9,0,0,37.78,18.41,never-taker
41.3,462.0,30.73,40.4,1,1,60.73,36.56999999999999,complier
39.1,11645.0,50.36,48.5,0,0,50.36,33.790000000000006,complier
54.4,4995.0,39.59,40.6,0,0,39.59,35.31999999999999,complier
35.9,699.0,32.47,21.9,0,0,32.47,19.160000000000004,never-taker
44.1,2190.0,34.03,65.0,1,1,64.03,36.1,complier
50.6,2966.0,36.24,13.0,1,0,36.24,18.629999999999995,never-taker
40.9,1522.0,34.37,20.2,1,0,34.37,18.89,never-taker
39.0,382.0,32.66,35.3,0,0,32.66,36.3,complier
37.4,5855.0,42.21,25.4,0,0,42.21,17.78,never-taker
48.2,937.0,32.38,40.5,0,0,32.38,36.34,complier
40.4,2884.0,37.57,35.5,1,1,67.57,35.6,complier
39.2,3738.0,36.44,22.6,1,1,66.44,35.760000000000005,complier
35.3,651.0,34.59,47.5,1,1,64.59,36.03,complier
40.7,2087.0,35.94,22.7,0,0,35.94,18.67,never-taker
48.0,4136.0,37.97,37.6,0,0,37.97,35.55,complier
47.1,4920.0,39.48,8.2,1,0,39.48,18.17,never-taker
43.7,607.0,32.97,11.4,0,0,32.97,19.090000000000003,never-taker
41.1,394.0,32.26,60.3,0,0,32.26,36.36000000000001,complier
40.4,475.0,33.48,18.6,0,0,33.48,19.020000000000003,never-taker
36.6,3474.0,39.27,37.6,1,1,69.27000000000001,35.35999999999999,complier
45.8,2818.0,36.31,32.4,0,0,36.31,35.78,complier
44.5,4761.0,41.54,41.7,1,1,71.53999999999999,35.04,complier
43.5,1939.0,36.79,32.3,1,0,36.79,18.550000000000004,never-taker
45.5,2016.0,35.31,29.7,1,1,65.31,35.92,complier
47.9,6885.0,41.78,16.2,0,0,41.78,17.839999999999996,never-taker
46.9,502.0,34.32,36.1,1,0,34.32,18.9,never-taker
34.1,2668.0,37.4,55.1,0,0,37.4,35.63,complier
42.3,2708.0,35.45,8.6,0,0,35.45,18.739999999999995,never-taker
45.5,1244.0,33.3,11.5,0,0,33.3,19.040000000000006,never-taker
43.7,2011.0,33.82,20.2,0,0,33.82,36.13,complier
41.0,10912.0,49.41,58.8,0,0,49.41,33.92,complier
42.9,882.0,35.27,47.5,0,0,35.27,35.93,complier
52.9,3067.0,36.24,60.0,0,0,36.24,35.79,complier
50.7,7437.0,45.17,44.2,0,0,45.17,34.53,complier
44.4,535.0,33.88,29.7,0,0,33.88,18.96,never-taker
42.0,1339.0,35.19,25.2,1,0,35.19,18.78,never-taker
46.6,5423.0,41.24,25.9,0,0,41.24,17.919999999999995,never-taker
48.7,13591.0,55.99,27.8,0,0,55.99,15.829999999999991,never-taker
45.8,6556.0,42.42,9.2,1,0,42.42,17.75,never-taker
38.7,2864.0,35.91,49.2,0,0,35.91,35.84,complier
44.3,991.0,32.33,34.5,1,1,62.33,36.35000000000001,complier
44.8,3058.0,39.05,42.6,1,1,69.05,35.39,complier
38.5,7784.0,44.56,46.2,1,1,74.56,34.61,complier
44.8,6747.0,43.95,37.2,1,1,73.95,34.7,complier
47.1,5478.0,41.54,40.4,0,0,41.54,35.04,complier
46.8,5103.0,42.47,32.8,0,0,42.47,17.740000000000002,never-taker
50.7,872.0,32.87,7.7,1,0,32.87,19.1,never-taker
37.3,3580.0,38.94,30.3,0,0,38.94,18.24,never-taker
45.3,1997.0,36.64,11.3,1,0,36.64,18.57,never-taker
41.5,4634.0,38.77,44.3,0,0,38.77,35.43,complier
48.3,4175.0,40.43,58.2,1,1,70.43,35.2,complier
49.1,11713.0,53.94,46.3,0,0,53.94,33.28,complier
37.3,8784.0,47.73,20.4,1,0,47.73,17.000000000000007,never-taker
42.2,10637.0,50.7,30.0,1,0,50.7,16.58,never-taker
39.1,1801.0,36.99,41.4,0,0,36.99,35.690000000000005,complier
43.5,6058.0,42.8,44.4,1,1,72.8,34.86,complier
43.7,1215.0,35.91,23.9,1,0,35.91,18.67,never-taker
50.5,8809.0,48.45,71.4,0,0,48.45,34.06,complier
46.5,4837.0,38.65,37.8,1,1,68.65,35.45,complier
49.3,3678.0,37.14,8.6,1,0,37.14,18.5,never-taker
48.8,3733.0,40.52,18.8,1,0,40.52,18.02,never-taker
38.7,6607.0,43.11,33.7,0,0,43.11,34.82000000000001,complier
44.3,1678.0,33.39,31.6,1,1,63.39,36.2,complier
48.8,8514.0,47.13,25.8,0,0,47.13,17.07999999999999,never-taker
50.9,2361.0,36.77,27.0,1,0,36.77,18.55,never-taker
47.8,3755.0,38.28,32.2,1,1,68.28,35.5,complier
35.4,2163.0,36.89,56.1,0,0,36.89,35.7,complier
46.2,880.0,35.63,3.2,0,0,35.63,18.71,never-taker
43.7,1248.0,32.69,46.8,0,0,32.69,36.290000000000006,complier
47.5,17232.0,62.96,32.8,0,0,62.96,14.839999999999996,never-taker
40.5,1816.0,34.21,31.0,0,0,34.21,36.080000000000005,complier
44.4,2157.0,36.3,22.8,1,0,36.3,18.620000000000005,never-taker
42.4,1077.0,33.28,5.5,0,0,33.28,19.05,never-taker
50.4,14686.0,55.15,50.9,0,0,55.15,33.11000000000001,complier
47.1,3719.0,39.82,22.6,0,0,39.82,18.12,never-taker
42.8,4429.0,38.94,14.5,0,0,38.94,18.24,never-taker
40.9,1658.0,34.54,25.1,0,0,34.54,18.87,never-taker
41.9,565.0,33.0,33.8,1,1,63.0,36.25,complier
52.4,9844.0,48.23,48.2,1,1,78.22999999999999,34.09,complier
43.0,9464.0,47.38,9.7,0,0,47.38,17.050000000000004,never-taker
54.1,3972.0,41.07,35.7,0,0,41.07,17.939999999999998,never-taker
44.9,11066.0,49.66,39.4,0,0,49.66,33.89,complier
38.2,9836.0,46.6,26.9,1,1,76.6,34.32,complier
49.7,13012.0,54.1,7.4,0,0,54.1,16.089999999999996,never-taker
33.7,643.0,34.68,22.2,1,0,34.68,18.85,never-taker
44.5,2831.0,36.46,7.8,1,0,36.46,18.6,never-taker
55.7,1912.0,33.9,33.0,1,1,63.9,36.12,complier
52.4,796.0,35.52,39.9,0,0,35.52,18.73,never-taker
51.1,4939.0,39.91,14.4,1,0,39.91,18.110000000000007,never-taker
48.8,4987.0,38.8,44.3,1,1,68.8,35.43000000000001,complier
50.0,3271.0,37.94,27.3,0,0,37.94,18.39,never-taker
39.9,5820.0,39.96,41.0,0,0,39.96,35.26,complier
48.0,992.0,35.87,10.0,0,0,35.87,18.68,never-taker
45.9,381.0,34.0,16.6,0,0,34.0,18.94,never-taker
50.9,1063.0,35.95,32.6,1,0,35.95,18.669999999999995,never-taker
52.3,16893.0,60.07,25.9,1,0,60.07,15.249999999999991,never-taker
41.7,2044.0,34.23,36.5,1,1,64.22999999999999,36.080000000000005,complier
36.8,2959.0,36.73,36.6,0,0,36.73,35.720000000000006,complier
44.2,9422.0,46.75,57.9,0,0,46.75,34.3,complier
51.5,5832.0,40.21,5.6,1,0,40.21,18.06,never-taker
36.9,626.0,34.72,25.9,0,0,34.72,18.840000000000003,never-taker
42.9,2797.0,38.81,40.1,0,0,38.81,35.42999999999999,complier
34.2,4790.0,38.26,47.2,1,1,68.25999999999999,35.51,complier
40.7,2837.0,38.53,37.2,0,0,38.53,35.47,complier
45.9,783.0,33.69,6.2,1,0,33.69,18.99,never-taker
43.8,887.0,34.2,7.4,0,0,34.2,18.919999999999995,never-taker
39.8,379.0,33.79,38.6,1,1,63.79,36.14000000000001,complier
51.4,2733.0,35.7,11.6,0,0,35.7,18.7,never-taker
41.9,1957.0,35.61,6.8,0,0,35.61,18.72,never-taker
34.5,2265.0,36.47,11.0,0,0,36.47,18.590000000000003,never-taker
53.7,8782.0,46.17,47.3,0,0,46.17,34.379999999999995,complier
49.3,357.0,31.99,9.0,1,0,31.99,19.23,never-taker
45.6,2982.0,38.07,28.1,0,0,38.07,18.37,never-taker
39.2,10109.0,47.33,29.4,0,0,47.33,34.22,complier
38.7,3159.0,38.02,3.0,0,0,38.02,18.37,never-taker
44.6,1069.0,34.57,44.0,1,1,64.57,36.03,complier
44.8,2720.0,38.24,10.4,1,0,38.24,18.34,never-taker
36.8,2397.0,35.97,11.1,1,0,35.97,18.660000000000004,never-taker
39.0,1754.0,34.79,56.2,0,0,34.79,36.00000000000001,complier
46.4,880.0,34.73,44.0,0,0,34.73,36.01,complier
37.7,1546.0,33.42,53.3,1,1,63.42,36.19,complier
49.5,1663.0,33.8,56.4,1,1,63.8,36.14,complier
42.1,731.0,32.94,27.1,0,0,32.94,36.260000000000005,complier
49.7,2245.0,35.77,20.9,0,0,35.77,18.69,never-taker
41.1,1997.0,33.4,24.0,1,1,63.4,36.190000000000005,complier
47.4,497.0,31.18,14.9,0,0,31.18,19.340000000000003,never-taker
45.2,9468.0,49.76,75.3,0,0,49.76,33.88,complier
52.5,15114.0,58.98,31.4,0,0,58.98,15.4,never-taker
40.7,1841.0,34.02,40.5,0,0,34.02,36.10999999999999,complier
54.4,1809.0,35.02,73.6,1,1,65.02000000000001,35.96,complier
51.2,21106.0,66.11,50.4,0,0,66.11,31.56,complier
40.7,5465.0,41.25,8.9,0,0,41.25,17.92,never-taker
41.1,1206.0,33.16,7.4,0,0,33.16,19.06,never-taker
45.8,4681.0,39.5,10.1,1,0,39.5,18.16,never-taker
47.8,998.0,32.03,27.1,1,1,62.03,36.39,complier
39.1,3924.0,38.87,37.6,0,0,38.87,35.42000000000001,complier
37.9,4935.0,41.04,24.1,1,0,41.04,17.950000000000003,never-taker
35.3,1033.0,32.8,13.7,1,0,32.8,19.11,never-taker
51.6,6409.0,42.73,14.2,0,0,42.73,17.71,never-taker
43.9,1342.0,34.19,40.0,1,1,64.19,36.08,complier
35.2,8911.0,47.73,27.1,0,0,47.73,17.000000000000007,never-taker
42.6,19331.0,64.94,34.5,1,1,94.94,31.72,complier
48.1,2656.0,35.07,18.1,1,0,35.07,18.79,never-taker
46.0,7457.0,43.03,13.4,0,0,43.03,17.659999999999997,never-taker
53.5,3986.0,40.94,19.1,0,0,40.94,17.96,never-taker
45.0,4998.0,41.32,11.6,0,0,41.32,17.909999999999997,never-taker
42.5,5309.0,40.78,10.5,0,0,40.78,17.979999999999997,never-taker
45.5,16265.0,60.7,29.9,1,0,60.7,15.159999999999997,never-taker
51.6,2294.0,37.5,9.5,0,0,37.5,18.450000000000003,never-taker
47.3,8608.0,46.19,12.5,1,0,46.19,17.22,never-taker
43.4,8251.0,46.51,20.1,1,0,46.51,17.17,never-taker
38.7,2471.0,37.05,46.0,0,0,37.05,35.68000000000001,complier
43.3,1919.0,35.82,17.4,1,0,35.82,18.69,never-taker
37.5,3301.0,38.65,31.9,1,1,68.65,35.45,complier
46.1,5229.0,39.78,9.2,0,0,39.78,18.12,never-taker
46.1,3676.0,36.68,50.8,0,0,36.68,35.73,complier
39.0,4122.0,39.28,39.2,1,1,69.28,35.36,complier
40.0,2298.0,35.82,23.4,1,0,35.82,18.69,never-taker
48.2,1020.0,32.88,35.4,0,0,32.88,36.27,complier
43.8,5453.0,42.6,17.6,1,0,42.6,17.72,never-taker
46.7,7584.0,44.7,18.9,0,0,44.7,17.43,never-taker
41.0,4052.0,40.5,19.1,1,0,40.5,18.020000000000003,never-taker
40.0,4579.0,39.0,32.1,0,0,39.0,35.400000000000006,complier
42.5,3429.0,36.28,2.9,0,0,36.28,18.62,never-taker
38.1,2198.0,33.85,31.2,0,0,33.85,36.13,complier
41.1,3527.0,37.5,4.0,1,0,37.5,18.450000000000003,never-taker
48.7,5095.0,39.74,2.8,0,0,39.74,18.129999999999995,never-taker
40.8,4592.0,39.05,15.2,1,0,39.05,18.230000000000004,never-taker
51.9,1714.0,34.72,5.3,0,0,34.72,18.840000000000003,never-taker
48.7,547.0,33.36,18.2,1,0,33.36,19.03,never-taker
48.4,6075.0,43.79,49.5,1,1,73.78999999999999,34.720000000000006,complier
45.7,2964.0,35.34,29.1,0,0,35.34,35.92,complier
40.4,9619.0,46.38,7.5,1,0,46.38,17.189999999999998,never-taker
38.5,1572.0,35.98,14.1,1,0,35.98,18.660000000000004,never-taker
38.3,935.0,31.65,33.3,0,0,31.65,36.440000000000005,complier
45.0,4343.0,37.49,21.2,1,1,67.49000000000001,35.60999999999999,complier
56.0,2593.0,38.18,36.8,1,0,38.18,18.35,never-taker
46.4,1700.0,33.87,2.3,0,0,33.87,18.96,never-taker
51.5,2973.0,39.01,24.1,0,0,39.01,18.230000000000004,never-taker
43.3,1777.0,36.21,28.8,0,0,36.21,18.630000000000003,never-taker
41.1,1166.0,34.33,32.9,0,0,34.33,36.06,complier
48.0,2605.0,38.66,32.0,0,0,38.66,18.28,never-taker
41.5,4051.0,37.24,35.3,1,1,67.24000000000001,35.65,complier
42.5,2463.0,35.01,25.4,0,0,35.01,35.970000000000006,complier
44.5,8155.0,44.97,31.3,1,1,74.97,34.55,complier
38.6,3630.0,38.54,29.8,0,0,38.54,18.300000000000004,never-taker
45.3,519.0,31.92,19.2,1,0,31.92,19.239999999999995,never-taker
43.3,25186.0,72.66,52.5,1,1,102.66,30.63000000000001,complier
37.5,2463.0,35.37,19.9,1,0,35.37,18.75,never-taker
44.2,14481.0,57.41,9.9,0,0,57.41,15.63000000000001,never-taker
47.6,6922.0,42.12,9.2,1,0,42.12,17.79,never-taker
40.0,8523.0,45.39,8.5,0,0,45.39,17.33,never-taker
55.6,5102.0,43.07,43.2,0,0,43.07,17.659999999999997,never-taker
37.7,5779.0,39.71,59.6,0,0,39.71,35.300000000000004,complier
39.6,1121.0,33.17,43.2,0,0,33.17,36.23,complier
46.9,2277.0,35.61,26.4,0,0,35.61,18.72,never-taker
44.3,5789.0,42.46,21.9,1,0,42.46,17.740000000000002,never-taker
39.2,3149.0,38.37,9.5,1,0,38.37,18.32,never-taker
47.6,2418.0,36.26,6.4,0,0,36.26,18.620000000000005,never-taker
38.2,2072.0,36.61,20.8,0,0,36.61,18.57,never-taker
47.8,6093.0,41.88,10.4,1,0,41.88,17.83,never-taker
50.1,1252.0,35.62,23.5,1,0,35.62,18.71,never-taker
47.3,4637.0,39.2,52.1,1,1,69.2,35.36999999999999,complier
45.0,12577.0,53.55,39.6,0,0,53.55,33.34,complier
40.7,6187.0,43.24,4.0,1,0,43.24,17.629999999999995,never-taker
39.3,5832.0,39.92,18.0,0,0,39.92,35.27,complier
47.8,3112.0,38.81,29.9,0,0,38.81,18.26,never-taker
47.9,12517.0,53.42,5.1,0,0,53.42,16.189999999999998,never-taker
41.1,18634.0,62.85,19.4,0,0,62.85,14.85,never-taker
45.0,8696.0,46.61,47.5,0,0,46.61,34.32000000000001,complier
54.2,6251.0,43.15,52.6,1,1,73.15,34.809999999999995,complier
42.0,6479.0,44.34,50.1,0,0,44.34,34.64,complier
46.2,3298.0,37.53,27.6,1,0,37.53,18.44,never-taker
45.9,3595.0,36.41,18.4,0,0,36.41,18.6,never-taker
47.4,580.0,32.11,3.1,0,0,32.11,19.21,never-taker
52.7,4692.0,41.54,21.4,1,0,41.54,17.880000000000003,never-taker
50.3,11230.0,50.24,44.9,1,1,80.24000000000001,33.809999999999995,complier
39.8,13779.0,54.5,26.2,0,0,54.5,33.2,complier
45.1,2190.0,37.39,34.9,1,0,37.39,18.46,never-taker
33.0,1168.0,34.43,22.2,0,0,34.43,18.880000000000003,never-taker
42.2,1467.0,35.97,28.7,0,0,35.97,18.660000000000004,never-taker
34.4,9152.0,47.46,51.0,0,0,47.46,34.2,complier
37.2,2495.0,37.3,47.4,1,1,67.3,35.64,complier
45.6,2069.0,36.15,49.6,0,0,36.15,35.800000000000004,complier
55.0,7793.0,44.97,18.3,1,0,44.97,17.39,never-taker
46.4,13556.0,55.48,30.3,1,0,55.48,15.9,never-taker
52.8,13667.0,56.88,17.8,0,0,56.88,15.699999999999996,never-taker
33.0,3388.0,35.97,18.9,0,0,35.97,35.83,complier
38.1,5535.0,42.1,5.1,1,0,42.1,17.799999999999997,never-taker
40.0,8880.0,46.71,9.9,0,0,46.71,17.14,never-taker
40.3,12469.0,53.82,14.5,1,0,53.82,16.130000000000003,never-taker
48.9,13130.0,53.38,65.9,1,1,83.38,33.35999999999999,complier
38.7,3203.0,35.76,28.5,1,1,65.75999999999999,35.86000000000001,complier
39.3,12600.0,51.34,36.0,1,1,81.34,33.64999999999999,complier
40.5,15334.0,58.21,40.0,0,0,58.21,32.68,complier
32.8,5234.0,41.49,18.1,0,0,41.49,17.879999999999995,never-taker
41.8,3747.0,38.67,7.0,0,0,38.67,18.28,never-taker
46.0,7894.0,46.71,11.0,1,0,46.71,17.14,never-taker
42.7,6658.0,44.02,29.8,1,0,44.02,17.519999999999996,never-taker
44.1,2627.0,38.31,22.8,0,0,38.31,18.33,never-taker
44.9,8265.0,48.11,57.5,0,0,48.11,34.11,complier
41.4,1423.0,34.87,1.7,0,0,34.87,18.82,never-taker
41.8,652.0,31.69,32.4,1,1,61.69,36.44,complier
42.8,3140.0,36.38,24.9,1,1,66.38,35.77,complier
44.5,4372.0,41.05,25.3,1,0,41.05,17.940000000000005,never-taker
41.3,1440.0,35.16,22.0,0,0,35.16,18.78,never-taker
37.9,2815.0,38.03,10.6,1,0,38.03,18.37,never-taker
45.6,486.0,33.37,9.6,0,0,33.37,19.03,never-taker
35.9,14265.0,54.87,14.0,1,0,54.87,15.990000000000002,never-taker
40.4,1066.0,32.45,33.0,1,1,62.45,36.33,complier
41.6,4142.0,36.98,15.9,1,0,36.98,18.520000000000003,never-taker
39.2,14695.0,58.12,39.2,0,0,58.12,32.690000000000005,complier
39.8,3264.0,37.16,49.8,1,1,67.16,35.66,complier
46.8,1985.0,35.76,31.3,1,0,35.76,18.690000000000005,never-taker
52.7,1681.0,33.99,35.8,1,1,63.99,36.10999999999999,complier
36.1,8999.0,46.5,28.7,1,1,76.5,34.34,complier
41.8,757.0,32.06,39.2,0,0,32.06,36.38,complier
44.4,6365.0,42.75,29.7,1,1,72.75,34.870000000000005,complier
44.5,8771.0,46.51,21.4,1,0,46.51,17.17,never-taker
35.7,2817.0,34.58,29.8,0,0,34.58,36.03,complier
44.5,1453.0,32.71,27.6,0,0,32.71,36.29,complier
44.0,8456.0,46.52,11.5,1,0,46.52,17.169999999999995,never-taker
46.5,2821.0,36.46,46.5,1,1,66.46000000000001,35.76,complier
38.1,828.0,33.48,1.9,1,0,33.48,19.020000000000003,never-taker
43.7,5481.0,40.4,15.4,1,0,40.4,18.04,never-taker
39.6,809.0,33.21,44.4,1,1,63.21,36.220000000000006,complier
45.4,5815.0,39.94,42.2,0,0,39.94,35.27,complier
52.4,28014.0,80.39,36.8,0,0,80.39,29.53,complier
48.0,2729.0,35.79,33.4,1,1,65.78999999999999,35.86000000000001,complier
41.6,564.0,32.99,27.6,1,0,32.99,19.09,never-taker
45.3,2185.0,36.93,6.5,0,0,36.93,18.53,never-taker
44.9,2010.0,33.42,33.9,0,0,33.42,36.19,complier
37.4,2055.0,34.28,32.6,1,1,64.28,36.06999999999999,complier
54.7,712.0,33.29,31.2,1,0,33.29,19.04,never-taker
46.9,2524.0,35.02,29.9,1,1,65.02000000000001,35.96,complier
48.9,1941.0,33.96,25.2,0,0,33.96,36.10999999999999,complier
40.0,1060.0,32.1,20.4,1,1,62.1,36.38,complier
37.8,9829.0,49.33,34.6,1,1,79.33,33.94,complier
41.4,4130.0,37.03,58.8,1,1,67.03,35.67999999999999,complier
44.5,4883.0,39.81,18.3,1,0,39.81,18.12,never-taker
43.1,2316.0,35.63,26.3,1,0,35.63,18.71,never-taker
38.8,7219.0,44.92,60.5,1,1,74.92,34.56,complier
47.7,9703.0,48.62,13.0,0,0,48.62,16.869999999999997,never-taker
41.0,4266.0,37.71,26.1,0,0,37.71,35.580000000000005,complier
